Index,Time,(odometrySubsystem).z[0],(odometrySubsystem).z[1],(odometrySubsystem).z[2],(odometrySubsystem).z[3],(odometrySubsystem).z[4],(odometrySubsystem).z[5],(odometrySubsystem).z[6],(odometrySubsystem).z[7],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[0],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[1],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[2],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[0],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[1],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[2],(odometrySubsystem).chassisYaw,(odometrySubsystem).yawOffset,(odometrySubsystem).yawOffsetInitialized
0,0.000000,0,0,0,0,0.0045138523,-0.14324452,-0.000779241615,-0.12678194,-0.160684258,-0.00821970589,9.87013245,0.00105248217,0.000504402502,0.000286022841,-0.126719028,-0.000254631042,1
1,0.009975,0,0,0,0,0.0551518351,-0.0869247839,0.00135128724,-0.12678194,-0.131944016,-0.00342966616,9.76475143,0.00105248217,-0.000560861954,0.000286022841,-0.126720175,-0.000254631042,1
2,0.019999,0,0,0,0,0.0547430292,-0.127924249,-0.000779241615,-0.126877785,-0.146314129,-0.0465400182,9.79109669,-0.00107804674,-0.00162612647,0.00135128724,-0.126721516,-0.000254631042,1
3,0.029974,0,0,0,0,0.0136027094,-0.185451373,-0.000779241615,-0.126877785,-0.12236394,-0.0489350408,9.78630638,0.00211774674,0.00263493136,-0.000779241615,-0.126725286,-0.000254631042,1
4,0.039992,0,0,0,0,0.000706479535,-0.116202332,0.00135128724,-0.126877785,-0.119968921,-0.0489350408,9.83660221,-0.00107804674,0.000504402502,-0.000779241615,-0.126732588,-0.000254631042,1
5,0.049979,0,0,0,0,0.0479775891,-0.105325498,-0.00184450613,-0.12678194,-0.127153978,-0.0728852376,9.80546665,-0.00107804674,0.000504402502,-0.00184450613,-0.126726061,-0.000254631042,1
6,0.059997,0,0,0,0,0.0222620349,-0.174479589,0.00241655181,-0.12678194,-0.134339035,-0.00582468603,9.79109669,-0.00107804674,-0.000560861954,0.000286022841,-0.126713842,-0.000254631042,1
7,0.070000,0,0,0,0,0.0760275126,-0.169270203,0.00135128724,-0.126877785,-0.158289239,-0.0968354344,9.82462692,-0.00107804674,0.0015696669,0.00135128724,-0.12671262,-0.000254631042,1
8,0.079974,0,0,0,0,-0.0094849607,-0.158360958,0.000286022841,-0.12678194,-0.158289239,-0.0106147248,9.74559116,0.00211774674,0.0015696669,0.00135128724,-0.126708835,-0.000254631042,1
9,0.089992,0,0,0,0,0.0322086401,-0.115387484,0.000286022841,-0.12678194,-0.110388838,-0.0465400182,9.79588604,-1.27822468e-05,0.000504402502,0.00135128724,-0.126710907,-0.000254631042,1
10,0.099977,0,0,0,0,0.0140639013,-0.125146657,0.000286022841,-0.12678194,-0.12236394,-0.0297748819,9.77193642,-0.00107804674,0.00263493136,0.000286022841,-0.126700476,-0.000254631042,1
11,0.110000,0,0,0,0,0.0360986032,-0.103811339,0.00241655181,-0.12678194,-0.0984137431,-0.0489350408,9.80067635,0.00105248217,0.000504402502,0.00241655181,-0.126688287,-0.000254631042,1
12,0.119999,0,0,0,0,0.0339672305,-0.12044517,0.00135128724,-0.126877785,-0.115178876,-0.0489350408,9.79109669,0.00424827542,-0.00162612647,0.00135128724,-0.126684546,-0.000254631042,1
13,0.129974,0,0,0,0,-0.0091352649,-0.136675939,-0.000779241615,-0.12678194,-0.136734053,-0.00821970589,9.81983662,-0.00107804674,0.000504402502,-0.000779241615,-0.126690894,-0.000254631042,1
14,0.139972,0,0,0,0,0.0111848824,-0.0909759179,0.000286022841,-0.126686096,-0.0888336599,-0.0225898232,9.80786133,-0.00107804674,-0.00162612647,0.000286022841,-0.126678497,-0.000254631042,1
15,0.149980,0,0,0,0,0.0476278886,-0.127010509,0.00135128724,-0.12678194,-0.119968921,-0.0633051544,9.78151608,-0.00107804674,-0.000560861954,0.00135128724,-0.126669705,-0.000254631042,1
16,0.159978,0,0,0,0,0.00328788371,-0.152748033,0.00135128724,-0.126877785,-0.151104167,-0.0225898232,9.80546665,-0.00214331108,0.00370019581,0.00135128724,-0.126667291,-0.000254631042,1
17,0.169976,0,0,0,0,0.0615185574,-0.150518402,0.00241655181,-0.126877785,-0.141524091,-0.0800702944,9.80067635,-1.27822468e-05,-0.000560861954,0.00241655181,-0.126663789,-0.000254631042,1
18,0.179974,0,0,0,0,-0.0104536563,-0.14617151,0.000286022841,-0.127514362,-0.146314129,-0.00821970589,9.88689709,-0.00107804674,-0.00162612647,0.000286022841,-0.126665413,-0.000254631042,1
19,0.189971,0,0,0,0,0.0741113499,-0.108656652,0.00348181627,-0.12678194,-0.0984137431,-0.0872553512,9.81025696,-1.27822468e-05,-0.000560861954,0.00348181627,-0.126651779,-0.000254631042,1
20,0.199981,0,0,0,0,0.0429231599,-0.107095629,0.000286022841,-0.12678194,-0.100808762,-0.0561200976,9.81504631,0.00105248217,-0.000560861954,0.000286022841,-0.126639977,-0.000254631042,1
21,0.209978,0,0,0,0,0.0750101134,-0.10153646,0.000286022841,-0.126877785,-0.0912286863,-0.0872553512,9.73840618,0.00105248217,-0.00269139092,0.000286022841,-0.126642823,-0.000254631042,1
22,0.229995,0,0,0,0,-0.0167277362,-0.082591407,0.000286022841,-0.12678194,-0.084043622,0.00615041237,9.80307102,-1.27822468e-05,0.0015696669,0.000286022841,-0.126637787,-0.000254631042,1
23,0.239999,0,0,0,0,0.0321617834,-0.134696692,0.00241655181,-0.12678194,-0.129548997,-0.0489350408,9.79349136,-1.27822468e-05,-0.000560861954,0.00241655181,-0.126629829,-0.000254631042,1
24,0.249973,0,0,0,0,0.0589012131,-0.133276254,-0.000779241615,-0.12678194,-0.124758959,-0.0752802566,9.7623558,0.00105248217,0.00263493136,-0.000779241615,-0.126631036,-0.000254631042,1
25,0.259998,0,0,0,0,0.0420146622,-0.114223018,0.00241655181,-0.12678194,-0.107993819,-0.0561200976,9.79109669,-1.27822468e-05,0.0015696669,0.00241655181,-0.126630351,-0.000254631042,1
26,0.269973,0,0,0,0,0.000367921923,-0.137887269,0.000286022841,-0.12678194,-0.136734053,-0.0177997835,9.81504631,-0.00214331108,0.0015696669,0.000286022841,-0.12662439,-0.000254631042,1
27,0.280002,0,0,0,0,-0.0254161507,-0.112871103,0.00135128724,-0.12678194,-0.115178876,0.0109404512,9.78151608,0.00105248217,0.000504402502,0.00135128724,-0.126620278,-0.000254631042,1
28,0.290002,0,0,0,0,0.0150192603,-0.0987100527,0.000286022841,-0.12678194,-0.0960187241,-0.027379863,9.77672672,-1.27822468e-05,0.00263493136,0.000286022841,-0.126610875,-0.000254631042,1
29,0.299975,0,0,0,0,0.0102208043,-0.117413588,-0.00184450613,-0.12678194,-0.115178876,-0.0249848422,9.77193642,-1.27822468e-05,0.0015696669,-0.00184450613,-0.126614004,-0.000254631042,1
30,0.309999,0,0,0,0,0.0241258964,-0.140915588,-0.00184450613,-0.12678194,-0.136734053,-0.0417499803,9.79109669,0.00105248217,0.000504402502,-0.00184450613,-0.126623273,-0.000254631042,1
31,0.319973,0,0,0,0,0.0399885587,-0.0922351778,0.00241655181,-0.12678194,-0.086438641,-0.0513300598,9.72643089,-0.00214331108,0.000504402502,0.00241655181,-0.12664257,-0.000254631042,1
32,0.330000,0,0,0,0,0.0354460739,-0.127872139,0.000286022841,-0.12678194,-0.12236394,-0.0513300598,9.77433109,-0.00107804674,0.0015696669,0.000286022841,-0.126640499,-0.000254631042,1
33,0.339974,0,0,0,0,0.0210975707,-0.164673567,-0.00290977047,-0.12678194,-0.160684258,-0.0417499803,9.84378719,0.00211774674,0.000504402502,-0.00290977047,-0.126640216,-0.000254631042,1
34,0.349994,0,0,0,0,0.0255931914,-0.148345813,0.00135128724,-0.12678194,-0.14391911,-0.0441449992,9.78870106,0.00211774674,0.000504402502,0.00135128724,-0.126645267,-0.000254631042,1
35,0.359995,0,0,0,0,0.0422706306,-0.13115643,0.00135128724,-0.12678194,-0.124758959,-0.0585151166,9.80546665,-1.27822468e-05,-0.00269139092,0.00135128724,-0.126650319,-0.000254631042,1
36,0.369982,0,0,0,0,0.0175721217,-0.154563025,0.00135128724,-0.126686096,-0.151104167,-0.0369599424,9.80546665,0.00105248217,0.00263493136,0.00135128724,-0.126645356,-0.000254631042,1
37,0.379980,0,0,0,0,0.0386366434,-0.159665987,0.000286022841,-0.12678194,-0.153499186,-0.0585151166,9.7312212,-0.00214331108,-0.000560861954,0.000286022841,-0.126648232,-0.000254631042,1
38,0.390000,0,0,0,0,0.0060280133,-0.131365538,-0.000779241615,-0.12678194,-0.129548997,-0.0225898232,9.82223129,-0.00107804674,-0.000560861954,-0.000779241615,-0.126642525,-0.000254631042,1
39,0.399976,0,0,0,0,0.0574339144,-0.125846043,0.000286022841,-0.12678194,-0.117573902,-0.0728852376,9.7623558,-0.00107804674,0.000504402502,0.000286022841,-0.126643926,-0.000254631042,1
40,0.410002,0,0,0,0,0.045869451,-0.121951677,0.00135128724,-0.126686096,-0.115178876,-0.0609101392,9.75756645,-0.00107804674,-0.00162612647,0.00135128724,-0.126655698,-0.000254631042,1
41,0.420002,0,0,0,0,0.0334301181,-0.105881095,0.000286022841,-0.126686096,-0.100808762,-0.0465400182,9.82462692,-0.00107804674,0.000504402502,0.000286022841,-0.126657307,-0.000254631042,1
42,0.429977,0,0,0,0,0.041408997,-0.118974611,0.000286022841,-0.12678194,-0.112783857,-0.0561200976,9.81744194,0.00211774674,0.000504402502,0.000286022841,-0.126652762,-0.000254631042,1
43,0.439996,0,0,0,0,0.0323545076,-0.170942426,0.00135128724,-0.126877785,-0.127153978,-0.0465400182,9.81744194,-0.00214331108,-0.000560861954,0.00135128724,-0.126658738,-0.000254631042,1
44,0.449981,0,0,0,0,0.0277130175,-0.131715238,-0.000779241615,-0.12678194,-0.175054371,-0.0225898232,9.77433109,-1.27822468e-05,-0.000560861954,-0.00184450613,-0.126660764,-0.000254631042,1
45,0.459996,0,0,0,0,-0.000694247836,-0.0894628912,-0.000779241615,-0.126686096,-0.1055988,-0.027379863,9.81744194,-1.27822468e-05,-0.00269139092,0.000286022841,-0.126668304,-0.000254631042,1
