Index,Time,(odometrySubsystem).z[0],(odometrySubsystem).z[1],(odometrySubsystem).z[2],(odometrySubsystem).z[3],(odometrySubsystem).z[4],(odometrySubsystem).z[5],(odometrySubsystem).z[6],(odometrySubsystem).z[7],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[0],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[1],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[2],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[0],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[1],((((((aruwsrc::standard::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[2],(odometrySubsystem).chassisYaw,(odometrySubsystem).yawOffset,(odometrySubsystem).yawOffsetInitialized
0,0.000000,0,0,0,0,0.0368903279,0.173613057,0.00135128724,2.95338082,-0.17744939,0.00375539274,9.75996113,-0.00107804674,-0.000560861954,0.00135128724,2.95315456,-0.000254631042,1
1,0.009961,0,0,0,0,0.0082264524,0.176636919,0.000286022841,2.95328498,-0.175054371,-0.0249848422,9.79588604,0.00424827542,-0.000560861954,0.000286022841,2.95315456,-0.000254631042,1
2,0.020008,0,0,0,0,-0.0041138758,0.137537614,0.000286022841,2.95338082,-0.134339035,-0.0297748819,9.7623558,0.00105248217,-0.000560861954,0.000286022841,2.95315456,-0.000254631042,1
3,0.029996,0,0,0,0,-0.0632550865,0.134182096,0.000286022841,2.95328498,-0.119968921,-0.0872553512,9.84378719,-0.00107804674,0.00263493136,0.000286022841,2.95315456,-0.000254631042,1
4,0.039978,0,0,0,0,0.00372837507,0.153110445,0.00348181627,2.95338082,-0.151104167,-0.0249848422,9.75996113,-1.27822468e-05,-0.000560861954,0.00348181627,2.95315456,-0.000254631042,1
5,0.049959,0,0,0,0,0.0194133688,0.133056462,0.00241655181,2.95338082,-0.134339035,-0.00582468603,9.89168739,-1.27822468e-05,0.000504402502,0.00241655181,2.95315456,-0.000254631042,1
6,0.059987,0,0,0,0,-0.0159750842,0.151991457,0.00241655181,2.95328498,-0.146314129,-0.0441449992,9.75038147,0.00105248217,0.0015696669,0.00241655181,2.95315456,-0.000254631042,1
7,0.069986,0,0,0,0,0.0379102156,0.114903465,0.00135128724,2.95328498,-0.119968921,0.0157304909,9.78870106,-0.00107804674,0.00263493136,0.00135128724,2.95315456,-0.000254631042,1
8,0.079957,0,0,0,0,0.022662323,0.137313798,0.000286022841,2.95338082,-0.139129072,-0.00342966616,9.85097218,0.00105248217,0.00263493136,0.000286022841,2.95315456,-0.000254631042,1
9,0.089978,0,0,0,0,0.0013903674,0.153558433,0.00135128724,2.95328498,-0.151104167,-0.027379863,9.77193642,-1.27822468e-05,-0.000560861954,0.00135128724,2.95315456,-0.000254631042,1
