Index,Time,((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).accG).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).accG).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).accG).coordinates_).data)._M_elems[2],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[2],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[2],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).gyroRadPerSec).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).gyroRadPerSec).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).gyroRadPerSec).coordinates_).data)._M_elems[2]
2278,22.780003,-0.00955757312,-0.0143564995,9.80165768,0.0268433802,0.000991559937,9.8279314,-0.00146260927,0.00207833014,0.000260989909,-0.000308180985,0.000907749694,-0.000988307176
2279,22.790001,-0.0162569657,-0.0079365354,9.81842422,-0.00429187482,-0.0229586363,9.77284622,0.000667919638,0.00207833014,-0.000804274518,-4.90865204e-07,0.00139044388,-0.000937179255
2280,22.800005,-0.0201683138,-0.0107565895,9.80214882,-0.0354271308,0.0105716381,9.79440212,0.000667919638,-5.21987458e-05,-0.000804274518,0.000167774677,0.00154126622,-9.91498237e-05
2281,22.809999,-0.0101358062,-0.00237678085,9.79628181,-0.011476934,0.0225467365,9.8231411,-0.00146260927,0.00207833014,-0.000804274518,-0.000471402484,0.00120783562,-0.000612830103
2282,22.820002,-0.0123380022,-0.00608323608,9.79927254,-0.0282420702,-0.0181685966,9.75847626,-0.000397344818,-5.21987458e-05,-0.00186953903,-0.000251396472,0.00158430194,-0.000431511959
2283,22.829983,-0.0175191909,-0.00317757973,9.81208992,-0.00668689422,0.0249417555,9.77763653,0.000667919638,0.00101306569,0.00132625434,-9.7646458e-05,0.0012151238,-0.000242310576
2284,22.840005,-0.022823099,-0.00486145681,9.79628372,-0.0426121876,0.000991559937,9.80877209,-0.000397344818,-5.21987458e-05,0.00132625434,-0.000340098719,0.0013750043,0.000425958598
2285,22.849994,-0.0145388022,-0.00210341392,9.79123306,-0.00189685507,-0.00379847945,9.8279314,-0.000397344818,0.00101306569,-0.000804274518,-0.000385162217,0.00118581729,0.000229009383
2286,22.860004,-0.00921089295,-0.0040318151,9.79773045,-0.0162669737,-0.0109835379,9.80877209,-0.00146260927,-5.21987458e-05,-0.000804274518,-0.00106290844,0.000829346362,0.000200003895
2287,22.869974,-0.015395348,-0.0113118626,9.7977562,0.010078243,-0.0373287536,9.81835175,-0.00146260927,0.00101306569,-0.000804274518,-0.000607783266,0.0011622262,-1.19955075e-05
